Uqno,PERSONNO,BUSNSNO,Province,Q13GENDER,Q14AGE,Q15POPULATION,Q16MARITALSTATUS,Q17EDUCATION,Q4VAT,Q5incometax,Q6licence,Q71municipality,Q72ProfAssociation,Q73Busassociation,Q74Tradleader,Q75Protcagency,Q76Friend,Q77Cips,Q78Other,Q79Landlord,Q8OwnerType,Q10Binduscode,Q11Ownership,Q12HsePartners,Q13NoPartners,Q14OthrPartners,Q15NoPartners,Q16MainOwner,Q17Location,Q18Tempstructure,Q19PayLocation,Q19A1Municipality,Q19A2Profassociation,Q19A3Busnsassociation,Q19A4Traditionalleader,Q19A5Protectionagency,Q19A6Friend,Q19A7Owner,Q19A8Other,Q19BPAYLOCPROOF,Q20Costlocation,Q21Electricity,Q22Water,Q23ToiletFacility,Q24COMMUNICATION,Q25Typrecord,Q26Recseperate,Q27RSNRECNOTKEPT,Q28Duration,Q29Turnover12Mnth,Q29aa1JUL,Q29ab2AUG,Q29ac3SEP,Q29ad4OCT,Q29ae5NOV,Q29af6DEC,Q29ag7JAN,Q29ah8FEB,Q29ai9MAR,Q29aj10APR,Q29ak11MAY,Q29al12JUN,Q30Rsnless12Mnth,Q31BusStarted,Q32MainReason,Q33FinSupport,Q34OwnMoney,Q35MainSource,Q36Totownmoney,Q37BorMoney,Q381Combanks,Q382Friends,Q383CrSociety,Q384MnyLender,Q385Partner,Q386Busnsass,Q387NGO,Q388Other,Q389GOV,Q39Totbormoney,Q40Payoffloan,Q41TotPayoff,Q42Grant,Q431Government,Q432NGO,Q433Othr,Q434PRIVATE,Q44RawMaterial,Q45Costrawmat,Q46Supplier,Q47Costsupp,Q48Turnoverlstmnth,Q49OthrIncome,Q501AltLocation,Q502Loans,Q503Marketing,Q504Material,Q505GovRegulation,Q506Technology,Q507Contracts,Q508Other,Q51Assistance,Q52advice,Q53Employer,Q541Pdlstyear,Q541Unpdlstyear,Q542Pdlstmnth,Q542Unpdlstmnth,Q543PdLstweek,Q543UnPdlstweek,Q544Pdfstmnth,Q544Npdfstmnth,Q551PdFulltime,Q551UnPdfulltime,Q552PdParttime,Q552UnPdparttime,Q561PdMale,Q561UnPdmale,Q562PdFemale,Q562Unpdfemale,Q571PdBlack,Q571UnPdBlack,Q572PdCoulord,Q572UnPdCoulord,Q573PdIndian,Q573UnPdIndian,Q574PdWhite,Q574UnpdWhite,Q575PdOther,Q575UnpdOther,Q581Pd15_24,Q581Unpd15_24,Q582Pd25_34,Q582Unpd25_34,Q583Pd35_44,Q583Unpd35_44,Q584Pd45_54,Q584Unpd45_54,Q585Pd55_64,Q585Unpd55_64,Q586PdMore64,Q586UnpdMore64,Q587PdUnder15,Q587UnpdUnder15,Q591Empl_Salary,Q592Empl_Inkind,Q593Empl_Transprt,Q594Empl_Other,Q601Own_Salary,Q602Own_Inkind,Q603Own_Transprt,Q604Own_Other,Q611CstElec,Q612cstwater,Q613cstfuel,Q614cstspares,Q615cstrent,Q616cstmach,Q617csttele,Q618csttrans,Q619cstrepair,Q6110cstbusserv,Q6111cstlicense,Q6112cstinterest,Q6113cstins,Q6114csttax,Q6115cstprotect,Q6116cstother,Q621cstmachinery,Q622CstTools,Q623cstvehicles,Q624cstbuildings,Q625cstFurniture,Q626cstother,Q63netprofit,Q64Avenetprofit,Q65Actprofit,Q66debts,Q67Totaldebt,Q68Transport,Q69transservice,Q70TypGoods,Q71NotVat,Q72NotRegistax,Q73SavAccount,Q74InvestAccount,Q75LoanAccount,Q76AssetFin,Q77MotrtLoan,Q78CreditFac,Q79Shrttrmins,Q80PymtSavAcc,Q81BUSPYMT,Q82FinOmbus,Q83FinEdu,Education_Status,Indus,metro_code,Geo_type_code,Stratum,weight
465100860000007601,02,1,Free State,Female,48,African/Black,Married,Grade 4/Standard 2,No,No,No,,,,,,,,,,Own account-worker (without employees),Human health activities,Yes,,,,,,Within the owner’s dwelling/s – with its own space (e.g. a separate room),Permanent,No,,,,,,,,,,,Yes,Piped (Tap) water on site,Flush toilet on site,Cellular telephone,No accounts kept,,Don’t see a need to keep records,3,,,,,,,,,,,,,,Sickness of yourself or staff,Less than a year ago,Other,Yes,No,,,No,,,,,,,,,,,,,No,,,,,Yes,500,No,,4000,0,No,No,No,No,No,No,Yes,No,,Friends and relatives,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1000,600,0,100,0,370,0,,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,800,Spend it on items for the household,No,,No,,,The business does not meet registration requirements,The business does not meet registration requirements,No,No,No,No,No,No,Not applicable (no account),Not applicable (no account),Debit card/ pay cash,No,No,Less than primary completed,"Community, social and personal services",7,1,40105,61.251321463
467100060000009101,01,1,Free State,Male,42,African/Black,Never married,Grade 10/Standard 8/Form 3,No,No,No,,,,,,,,,,Own account-worker (without employees),Maintenance and re-pair of motor vehicles,Yes,,,,,,Within the owner’s dwelling/s – without its own space (e.g. a family room),Permanent,No,,,,,,,,,,,Yes,Piped (Tap) water on site,Flush toilet on site,Cellular telephone,Simple informal records of sales and/or expenditures,"Yes, they are all recorded separately",,12,54000,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,,10 or more years ago,I have the skills for this business,No,,,,,,,,,,,,,,,,,,,,,,No,,No,,4000,0,Yes,Yes,No,No,No,No,No,No,Provision of an alternative site,No advice received,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500,0,0,0,400,0,100,0,,100,200,350,0,0,0,0,350,0,0,0,500,500,0,0,0,0,2000,2000,Spend it on items for the household,No,,No,,,The business does not meet registration requirements,The business does not meet registration requirements,No,No,No,No,No,No,Not applicable (no account),Not applicable (no account),Debit card/ pay cash,No,No,Secondary not completed,Wholesale and retail trade,7,1,40105,1241.646024819
467100060000009102,01,1,Free State,Male,54,African/Black,Never married,Grade 8/Standard 6/Form 1,No,No,No,,,,,,,,,,Own account-worker (without employees),Maintenance and re-pair of motor vehicles,Yes,,,,,,Within the owner’s dwelling/s – with its own space (e.g. a separate room),Permanent,No,,,,,,,,,,,Yes,Piped (Tap) water on site,Flush toilet on site,A public telephone,No accounts kept,,The business is too small,12,12000,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,,10 or more years ago,I have the skills for this business,Yes,Yes,Previous and/or present wage employment,500,No,,,,,,,,,,,,,No,,,,,No,,No,,2000,0,Yes,No,No,No,No,No,No,No,,No advice received,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800,300,100,0,100,0,0,0,,0,100,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,1500,2000,Spend it on items for the household,No,,No,,,Didn’t know that the business has to be registered,Didn’t know that the business has to be registered,No,No,No,No,No,No,Not applicable (no account),Not applicable (no account),Debit card/ pay cash,No,No,Secondary not completed,Wholesale and retail trade,7,1,40105,817.734642258
467100560000010801,02,1,Free State,Male,57,White,Divorce or separated,Grade 12/Standard 10/Form 5/Matric,No,No,No,,,,,,,,,,Own account-worker (without employees),Other land transport,Yes,,,,,,No fixed location/mobile,,,,,,,,,,,,,,,,Cellular telephone,Full annual accounts,"Yes, they are all recorded separately",,11,,,,,,,,,,,,,,Business created during the past 12 months,Less than a year ago,Had no alternative income source,Yes,Yes,Previous and/or present wage employment,100000,No,,,,,,,,,,,,,No,,,,,No,,Yes,6000,20000,0,No,Yes,Yes,No,No,No,No,No,Assistance with marketing,No advice received,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000,0,0,0,0,0,6000,2000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,3000,Save it in the bank,No,,Yes,Transport of goods,Groceries,The business does not meet registration requirements,The business does not meet registration requirements,"Yes, from bank",No,No,No,No,No,Not applicable (no account),Not applicable (no account),Debit card/ pay cash,Yes,No,Secondary completed,"Transport, storage and communication",7,1,40109,1051.546299879
467101240000010501,02,1,Free State,Male,41,African/Black,Married,Grade 10/Standard 8/Form 3,No,No,No,,,,,,,,,,Employer (with employees),Building of complete constructions or parts thereof; civil e,No,No,,Yes,0,The ownership is equally shared between two or more owners,Within the owner’s dwelling/s – without its own space (e.g. a family room),Permanent,No,,,,,,,,,,,Yes,Piped (Tap) water in structure,Flush toilet on site,Cellular telephone,Simple informal records of sales and/or expenditures,"Yes, they are all recorded separately",,12,150000,Low,Normal,Normal,Low,Low,Normal,Low,Normal,Normal,Low,Low,Normal,,5 or more but less than 10 years ago,I have the skills for this business,No,,,,,,,,,,,,,,,,,,,,,,No,,No,,18000,0,No,No,Yes,No,No,No,No,No,,Friends and relatives,Yes,5,0,4,0,5,0,5,0,5,0,0,00,0,0,0,00,5,0,0,0,0,0,0,0,00,0,0,Unspecified,1,Unspecified,1,Unspecified,2,Unspecified,0,Unspecified,0,Unspecified,0,Unspecified,5000,800,10,0,1200,1000,0,0,0,0,400,0,,0,0,0,0,0,0,0,0,0,0,0,1800,500,0,0,0,0,9600,10000,Other,No,,No,,,Registration process is tedious / complicated,Registration process is tedious / complicated,No,No,No,No,No,No,Not applicable (no account),Not applicable (no account),Debit card/ pay cash,Yes,No,Secondary not completed,Construction,7,1,40102,1167.250083068
467103190000019701,01,1,Free State,Female,49,African/Black,Never married,Grade 11/Standard 9/Form 4,No,No,No,,,,,,,,,,Own account-worker (without employees),Retail trade not in stores,Yes,,,,,,"On a footpath, street or open space","RENT FREE, WITHOUT PERMISSION (SQUATTING)",,,,,,,,,,,,No,Not applicable,Not applicable,Cellular telephone,No accounts kept,,The business is too small,12,2400,Low,Normal,Normal,Normal,Low,Low,High,High,High,High,High,Low,,5 or more but less than 10 years ago,To survive/make ends meet/provide for my family,No,,,,,,,,,,,,,,,,,,,,,,Yes,290,No,,200,0,No,No,Yes,Yes,No,No,No,No,Better access to raw materials/supplies,No advice received,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,300,200,0,90,0,0,0,,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1620,2000,Spend it on items for the household,No,,No,,,The business does not meet registration requirements,Didn’t know that the business has to be registered,No,No,No,No,No,No,Not applicable (no account),Not applicable (no account),Debit card/ pay cash,No,No,Secondary not completed,Wholesale and retail trade,7,1,40107,1216.781727633
467103340000009301,01,1,Free State,Female,19,African/Black,Never married,Grade 10/Standard 8/Form 3,No,No,No,,,,,,,,,,Own account-worker (without employees),OTHER SERVICE ACTIVITIES,Yes,,,,,,Within the owner’s dwelling/s – without its own space (e.g. a family room),Permanent,No,,,,,,,,,,,Yes,Piped (Tap) water on site,Flush toilet off site,Cellular telephone,No accounts kept,,The business is too small,12,8000,High,High,High,Normal,Normal,High,Normal,Low,Normal,Normal,Normal,Normal,,3 or more but less than 5 years ago,Unemployed,No,,,,,,,,,,,,,,,,,,,,,,No,,No,,700,380,No,No,No,No,No,No,Yes,No,,No advice received,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,200,100,0,50,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,600,Spend it on items for the household,No,,No,,,The business does not meet registration requirements,The business does not meet registration requirements,No,No,No,No,No,No,Not applicable (no account),Not applicable (no account),Debit card/ pay cash,No,No,Secondary not completed,"Community, social and personal services",7,1,40101,553.643152431
467103450000005801,01,1,Free State,Male,61,African/Black,Married,Grade 10/Standard 8/Form 3,No,No,No,,,,,,,,,,Own account-worker (without employees),Other land transport,No,No,,No,,Yourself,Within the owner’s dwelling/s – without its own space (e.g. a family room),Permanent,No,,,,,,,,,,,Yes,Piped (Tap) water in structure,Flush toilet on site,Cellular telephone,No accounts kept,,Don’t see a need to keep records,12,36000,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,,3 or more but less than 5 years ago,Inadequate income from the other source,No,,,,,,,,,,,,,,,,,,,,,,No,,No,,3000,1600,No,No,Yes,No,No,No,No,No,,No advice received,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,0,0,0,250,250,600,0,,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,300,Spend it on items for the household,No,,Yes,Transport of goods,Groceries,The business does not meet registration requirements,The business does not meet registration requirements,No,No,No,No,No,No,Not applicable (no account),Not applicable (no account),Debit card/ pay cash,No,No,Secondary not completed,"Transport, storage and communication",7,1,40101,749.80074029
467105440000021901,01,1,Free State,Female,33,African/Black,Never married,Grade 7/Standard 5/ ABET 3,No,No,No,,,,,,,,,,Own account-worker (without employees),Business activities N.E.C.,Yes,,,,,,Within the owner’s dwelling/s – without its own space (e.g. a family room),Permanent,No,,,,,,,,,,,Yes,Piped (Tap) water on site,Flush toilet on site,Cellular telephone,No accounts kept,,Don’t see a need to keep records,12,1500,High,Normal,Normal,Low,Normal,High,High,Low,Normal,High,Normal,Low,,5 or more but less than 10 years ago,Had no alternative income source,No,,,,,,,,,,,,,,,,,,,,,,No,,No,,1500,0,No,Yes,No,No,No,Yes,No,No,Better access to loans,No advice received,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,100,50,0,100,0,0,0,,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,700,Spend it on items for the household,No,,No,,,The business does not meet registration requirements,The business does not meet registration requirements,No,No,No,No,No,No,Not applicable (no account),Not applicable (no account),Debit card/ pay cash,No,No,Primary completed,"Financial intermediation, insurance, real estate and business services",7,1,40107,374.882969363
467105910000011801,01,1,Free State,Male,37,African/Black,Married,Grade 9/Standard 7/Form 2 / ABET 4,No,No,No,,,,,,,,,,Employer (with employees),Manufacture of structural metal products,Yes,,,,,,Within the owner’s dwelling/s – with its own space (e.g. a separate room),Permanent,Yes,No,No,No,No,No,No,Yes,No,No,500,Yes,Piped (Tap) water on site,Flush toilet on site,Cellular telephone,Full annual accounts,"Yes, they are all recorded separately",,12,120000,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,,5 or more but less than 10 years ago,I like the activity,Yes,Yes,Previous and/or present wage employment,4000,No,,,,,,,,,,,,,No,,,,,Yes,4500,No,,10000,0,Yes,No,Yes,Yes,No,No,No,No,Provision of an alternative site,No advice received,Yes,1,0,1,0,2,0,1,0,1,0,1,00,0,0,0,00,1,0,0,0,0,0,0,0,00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,3500,0,0,0,400,100,500,500,,100,0,0,0,0,0,0,0,0,0,0,0,2000,0,0,0,0,4000,4000,Save it in the bank,No,,No,,,Didn’t know that the business has to be registered,Didn’t know that the business has to be registered,No,No,No,No,No,No,Not applicable (no account),Not applicable (no account),Debit card/ pay cash,No,No,Secondary not completed,Manufacturing,7,1,40107,1140.468024964
467106580000005401,03,1,Free State,Male,37,African/Black,Never married,Grade 10/Standard 8/Form 3,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,Employer (with employees),Social work activities,Yes,,,,,,Within the owner’s dwelling/s – without its own space (e.g. a family room),Permanent,No,,,,,,,,,,,Yes,Piped (Tap) water on site,Flush toilet on site,Cellular telephone,Full annual accounts,"No, they are all recorded together",,12,20000,High,Low,Low,Low,Low,Low,High,Low,Low,High,Low,High,,10 or more years ago,Unemployed,Yes,Yes,Retirement/severance pay,10000,No,,,,,,,,,,,,,No,,,,,No,,Yes,10000,1666,0,Yes,No,No,Yes,No,No,Yes,No,Better access to raw materials/supplies,Financial advisor,Yes,2,0,0,0,2,0,0,0,2,0,0,00,0,0,0,00,2,0,0,0,0,0,0,0,00,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,0,0,0,600,300,1000,500,,0,300,10000,0,0,150,0,0,200,50,0,0,0,0,0,0,0,14190,14190,Save it in the bank,No,,No,,,Didn’t know that the business has to be registered,,"Yes, from bank","Yes, from bank",No,No,No,No,Yes,Yes,A bank branch / personal banking,Yes,Yes,Secondary not completed,"Community, social and personal services",7,1,40101,1292.942755505
467106580000008401,01,1,Free State,Male,31,African/Black,Married,Grade 11/Standard 9/Form 4,No,No,No,,,,,,,,,,Own account-worker (without employees),Manufacture of other fabricated metal products; metalwork se,Yes,,,,,,No fixed location/mobile,,,,,,,,,,,,,,,,Cellular telephone,No accounts kept,,The business is too small,12,5000,Low,Low,Low,Low,Low,High,Low,Low,High,High,Normal,Low,,5 or more but less than 10 years ago,Unemployed,Yes,Yes,Sale of livestock/crops,2000,No,,,,,,,,,,,,,No,,,,,No,,No,,5000,0,Yes,Yes,Yes,Yes,No,No,Yes,No,Better access to loans,No advice received,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,0,100,300,0,0,,100,100,500,0,0,0,0,0,0,0,0,0,200,0,0,0,0,1700,1700,Spend it on items for the household,No,,No,,,The business does not meet registration requirements,The business does not meet registration requirements,No,No,No,No,No,No,Not applicable (no account),Not applicable (no account),Debit card/ pay cash,No,No,Secondary not completed,Manufacturing,7,1,40101,1156.042168608
467107320120000701,02,1,Free State,Female,29,African/Black,Living together like husband and wife,Grade 10/Standard 8/Form 3,No,No,No,,,,,,,,,,Own account-worker (without employees),Retail trade not in stores,Yes,,,,,,Within the owner’s dwelling/s – without its own space (e.g. a family room),Permanent,No,,,,,,,,,,,No,Public tap/shared tap with others,Bucket toilet,Cellular telephone,No accounts kept,,The business is too small,2,,,,,,,,,,,,,,Business created during the past 12 months,Less than a year ago,Unemployed,No,,,,,,,,,,,,,,,,,,,,,,Yes,200,No,,100,300,No,No,No,Yes,No,No,No,No,,Friends and relatives,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,0,0,0,50,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1700,1700,Spend it on items for the household,No,,No,,,The business does not meet registration requirements,The business does not meet registration requirements,No,No,No,No,No,No,Not applicable (no account),Not applicable (no account),Debit card/ pay cash,No,No,Secondary not completed,Wholesale and retail trade,7,1,40107,694.793756333
467107480000018501,01,1,Free State,Female,55,African/Black,Divorce or separated,Grade 8/Standard 6/Form 1,No,No,No,,,,,,,,,,Own account-worker (without employees),Human health activities,Yes,,,,,,Within the owner’s dwelling/s – without its own space (e.g. a family room),Permanent,No,,,,,,,,,,,No,Piped (Tap) water in structure,Flush toilet on site,Cellular telephone,Some accounts but not full (for example expenditures),"Yes, they are all recorded separately",,12,10800,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,,5 or more but less than 10 years ago,Unemployed,Yes,No,,,No,,,,,,,,,,,,,Yes,No,No,Yes,No,No,,Yes,400,240,0,Yes,No,No,No,No,No,No,Yes,Other,Other,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600,0,0,0,0,75,0,0,7,0,40,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444,500,Re-invest in the business,No,,No,,,The business does not meet registration requirements,The business does not meet registration requirements,"Yes, from bank",No,No,No,No,No,Not applicable (no account),Yes,Debit card/ pay cash,No,No,Secondary not completed,"Community, social and personal services",7,1,40106,856.245451653
467107600000000301,01,1,Free State,Female,60,African/Black,Never married,Grade 2/Sub B,No,No,No,,,,,,,,,,Own account-worker (without employees),Manufacture of beverages,Yes,,,,,,Within the owner’s dwelling/s – without its own space (e.g. a family room),Permanent,No,,,,,,,,,,,Yes,Piped (Tap) water on site,Flush toilet on site,Cellular telephone,No accounts kept,,The business is too small,12,1800,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,,10 or more years ago,Unemployed,Yes,No,,,Yes,No,Yes,No,No,No,No,No,No,No,100,No,,No,,,,,Yes,320,No,,600,0,No,No,No,No,Yes,No,No,No,,No advice received,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,0,0,0,80,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,200,Spend it on items for the household,No,,No,,,The business does not meet registration requirements,The business does not meet registration requirements,No,No,No,No,No,No,Not applicable (no account),Not applicable (no account),Debit card/ pay cash,No,No,Less than primary completed,Manufacturing,7,1,40101,500.742474079
467108560000021101,02,1,Free State,Female,45,African/Black,Married,Grade 9/Standard 7/Form 2 / ABET 4,No,No,No,,,,,,,,,,Own account-worker (without employees),Manufacture of wearing apparel,Yes,,,,,,In a structure attached to owner’s dwelling/s or on the same plot (e.g. a  workshop in the back yard),Permanent,No,,,,,,,,,,,Yes,Piped (Tap) water on site,Flush toilet on site,Cellular telephone,No accounts kept,,The business is too small,12,5500,Low,Low,Low,High,High,High,Normal,Normal,Normal,Normal,Normal,Normal,,5 or more but less than 10 years ago,Other,No,,,,,,,,,,,,,,,,,,,,,,No,,No,,500,0,Yes,No,No,No,No,No,Yes,No,Forming contacts with others in similar businesses for cooperation,No advice received,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,160,0,0,60,0,0,0,,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480,160,130,Spend it on items for the household,No,,No,,,The business does not meet registration requirements,The business does not meet registration requirements,No,No,No,No,No,No,Not applicable (no account),Not applicable (no account),Debit card/ pay cash,No,No,Secondary not completed,Manufacturing,7,1,40102,708.9216676470001
468101040000013201,02,1,Free State,Female,41,African/Black,Never married,Grade 12/Standard 10/Form 5/Matric,No,No,No,,,,,,,,,,Own account-worker (without employees),Retail trade not in stores,Yes,,,,,,Within the owner’s dwelling/s – without its own space (e.g. a family room),Permanent,No,,,,,,,,,,,Yes,Piped (Tap) water on site,Flush toilet on site,Cellular telephone,No accounts kept,,Don’t see a need to keep records,3,,,,,,,,,,,,,,Business created during the past 12 months,Less than a year ago,Retrenched,Yes,Yes,Pension from work,500,No,,,,,,,,,,,,,No,,,,,Yes,200,Yes,100,2150,0,No,No,No,No,Yes,No,No,No,,No advice received,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,500,50,0,50,0,0,0,,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750,750,Spend it on items for the household,No,,No,,,Didn’t know that the business has to be registered,Didn’t know that the business has to be registered,No,No,No,No,No,No,Not applicable (no account),Not applicable (no account),Debit card/ pay cash,Yes,No,Secondary completed,Wholesale and retail trade,7,1,40106,1096.375556542
468101110000008401,02,1,Free State,Female,44,African/Black,Never married,Grade 12/Standard 10/Form 5/Matric,No,No,No,,,,,,,,,,Own account-worker (without employees),Retail trade not in stores,Yes,,,,,,Within the owner’s dwelling/s – without its own space (e.g. a family room),Permanent,No,,,,,,,,,,,Yes,Piped (Tap) water on site,Flush toilet on site,Cellular telephone,No accounts kept,,No time to keep records,12,17000,Low,Low,Normal,Normal,Normal,High,Normal,Normal,Normal,High,Normal,Low,,5 or more but less than 10 years ago,Unemployed,Yes,Yes,Previous and/or present wage employment,500,No,,,,,,,,,,,,,No,,,,,No,,Yes,1000,2500,0,No,No,No,No,No,No,Yes,No,,No advice received,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,400,200,0,200,100,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,0,1400,2000,Re-invest in the business,No,,No,,,The business does not meet registration requirements,The business does not meet registration requirements,No,No,No,No,No,No,Not applicable (no account),Not applicable (no account),Debit card/ pay cash,Yes,No,Secondary completed,Wholesale and retail trade,7,1,40101,755.845900792
468101340000015501,01,1,Free State,Female,53,African/Black,Never married,Grade 7/Standard 5/ ABET 3,No,No,No,,,,,,,,,,Own account-worker (without employees),Retail trade not in stores,Yes,,,,,,Within the owner’s dwelling/s – without its own space (e.g. a family room),Permanent,No,,,,,,,,,,,Yes,Piped (Tap) water on site,Flush toilet on site,Cellular telephone,No accounts kept,,Don’t see a need to keep records,5,,,,,,,,,,,,,,Business created during the past 12 months,Less than a year ago,Had no alternative income source,Yes,Yes,Other savings,200,No,,,,,,,,,,,,,No,,,,,Yes,200,No,,800,0,No,Yes,No,Yes,No,Yes,No,Yes,Better access to raw materials/supplies,No advice received,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,200,100,0,50,0,0,0,,0,20,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480,480,Spend it on items for the household,No,,No,,,Didn’t know that the business has to be registered,Didn’t know that the business has to be registered,No,No,No,No,No,No,Not applicable (no account),Not applicable (no account),A bank branch / personal banking,No,No,Primary completed,Wholesale and retail trade,7,1,40104,569.89122603
469101070000011001,02,1,Free State,Male,34,African/Black,Never married,Grade 12/Standard 10/Form 5/Matric,No,No,No,,,,,,,,,,Employer (with employees),Renting of other machinery and equipments,Yes,,,,,,Within the owner’s dwelling/s – with its own space (e.g. a separate room),Permanent,No,,,,,,,,,,,Yes,Piped (Tap) water in structure,Flush toilet on site,Cellular telephone,Some accounts but not full (for example expenditures),"Some are recorded separately, some together",,10,,,,,,,,,,,,,,Seasonal factors,1 or more but less than 3 years ago,Unemployed,Yes,No,,,Yes,No,Yes,No,No,No,No,No,No,No,22000,Yes,18000,No,,,,,No,,Yes,350,1050,0,No,No,No,Yes,No,No,No,No,,Friends and relatives,Yes,3,0,2,0,2,0,4,0,0,0,2,00,0,0,0,00,2,0,0,0,0,0,0,0,00,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2000,0,0,0,8000,0,400,0,0,0,0,350,,0,0,0,0,0,0,0,0,0,0,0,0,1200,4800,0,800,0,1800,500,Save it in the bank,No,,Yes,Both passenger transport and transport of goods,Other,The business does not meet registration requirements,Other,No,No,No,No,No,No,Not applicable (no account),Not applicable (no account),A bank branch / personal banking,Yes,Yes,Secondary completed,"Financial intermediation, insurance, real estate and business services",7,1,40106,1073.950795987
469101480000002201,02,1,Free State,Female,57,White,Married,Grade 12/Standard 10/Form 5/Matric,No,No,No,,,,,,,,,,Own account-worker (without employees),Retail trade not in stores,Yes,,,,,,Within the owner’s dwelling/s – with its own space (e.g. a separate room),Permanent,No,,,,,,,,,,,Yes,Piped (Tap) water in structure,Flush toilet on site,Cellular telephone,Simple informal records of sales and/or expenditures,"Some are recorded separately, some together",,12,12000,Normal,Low,Low,Low,Normal,Low,Low,Normal,Normal,Low,Low,Low,,5 or more but less than 10 years ago,Unemployed,Yes,Yes,Pension from work,3000,No,,,,,,,,,,,,,No,,,,,No,,Yes,1000,1300,0,No,No,No,No,No,No,No,No,,Friends and relatives,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,300,300,0,670,300,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,200,Re-invest in the business,No,,No,,,The business does not meet registration requirements,The business does not meet registration requirements,No,No,No,No,No,No,Not applicable (no account),Not applicable (no account),Debit card/ pay cash,Yes,No,Secondary completed,Wholesale and retail trade,7,1,40109,447.182564241
